id,original_title,overview,popularity,title,vote_average,title_sentiment,overview_sentiment,title_length,num_words_in_title,average_title_word_length,has_made_up_word,made_up_word_count
8849,Alfie,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.",14.909,Alfie,5.8,0.0,0.9261,5.0,1.0,5.0,True,1.0
262338,Good People,"Tom and Anna Wright, a young American couple, fall into severe debt while renovating Anna's family home in London. As the couple faces the loss of their dream to have a house and start a family, they discover that the tenant in the apartment below them is dead, and he's left behind a stash of cash—$400,000 worth. Though initially hesitant, Tom and Anna decide that the plan is simple: all they have to do is quietly take the money and use only what's necessary to get them out of debt. But when they start spending the money and can't seem to stop, they find themselves the target of a deadly adversary—the thief who stole it—and that's when very bad things start happening to good people.",14.162,Good People,5.467,0.4404,-0.8947,11.0,2.0,5.0,False,0.0
6072,One Eight Seven,"After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.",14.409,One Eight Seven,6.631,0.0,-0.7579,15.0,3.0,4.333333333333333,False,0.0
406994,Better Watch Out,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion.",15.665,Better Watch Out,6.689,0.4404,0.4404,16.0,3.0,4.666666666666667,False,0.0
86825,Stoker,"After India Stoker's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",16.411,Stoker,6.658,0.0,0.0772,6.0,1.0,6.0,False,0.0
89492,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",14.91,This Is 40,5.872,0.0,-0.9186,10.0,3.0,2.6666666666666665,False,0.0
9556,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",15.907,Darkman,6.427,0.0,-0.34,7.0,1.0,7.0,True,1.0
11529,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",21.158,Sweet Home Alabama,6.397,0.4588,0.0258,18.0,3.0,5.333333333333333,False,0.0
467433,A Question of Faith,"When Tragedy Strikes three Families, their Destiny forces them on a coverging path and mercy as the challenges of their fate could also resurrect their beliefs",19.433,A Question of Faith,7.3,0.4215,-0.6249,19.0,4.0,4.0,False,0.0
406994,Better Watch Out,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion.",21.052,Better Watch Out,6.689,0.4404,0.4404,16.0,3.0,4.666666666666667,False,0.0
86825,Stoker,"After India Stoker's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",21.052,Stoker,6.658,0.0,0.0772,6.0,1.0,6.0,False,0.0
89492,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",21.047,This Is 40,5.872,0.0,-0.9186,10.0,3.0,2.6666666666666665,False,0.0
9556,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",21.046,Darkman,6.427,0.0,-0.34,7.0,1.0,7.0,True,1.0
11529,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",21.045,Sweet Home Alabama,6.397,0.4588,0.0258,18.0,3.0,5.333333333333333,False,0.0
467433,A Question of Faith,"When Tragedy Strikes three Families, their Destiny forces them on a coverging path and mercy as the challenges of their fate could also resurrect their beliefs",21.043,A Question of Faith,7.3,0.4215,-0.6249,19.0,4.0,4.0,False,0.0
699280,Becoming,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",21.042,Becoming,7.4,0.0,0.6124,8.0,1.0,8.0,False,0.0
22897,It's Complicated,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life—just when she thought she had it all figured out.",21.042,It's Complicated,6.509,0.0,0.7096,16.0,2.0,7.5,False,0.0
303991,Demolition,An emotionally desperate investment banker finds hope through a woman he meets.,21.041,Demolition,6.79,0.0,0.1531,10.0,1.0,10.0,False,0.0
12689,"Angus, Thongs and Perfect Snogging","Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.",21.04,"Angus, Thongs and Perfect Snogging",6.5,0.5719,0.34,34.0,5.0,6.0,True,1.0
6073,The Mexican,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",21.032,The Mexican,5.917,0.0,-0.4019,11.0,2.0,5.0,False,0.0
17335,Obsessed,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",21.029,Obsessed,5.8,-0.1779,0.8314,8.0,1.0,8.0,False,0.0
12219,12 Angry Men,"During the trial of a man accused of his father's murder, a lone juror takes a stand against the guilty verdict handed down by the others as a result of their preconceptions and prejudices.",21.028,12 Angry Men,7.7,-0.5106,-0.9186,12.0,3.0,3.3333333333333335,False,0.0
412547,Killing Gunther,"A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him – but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",21.027,Killing Gunther,4.771,-0.6597,-0.0644,15.0,2.0,7.0,False,0.0
1128604,Snoopy Presents: One-of-a-Kind Marcie,"Quiet, kindhearted introvert Marcie has lots of brilliant ideas to help her friends achieve goals and solve problems. But when the world takes notice and the spotlight lands on her, sharing those ideas becomes a challenge.",21.024,Snoopy Presents: One-of-a-Kind Marcie,8.1,0.0,0.8402,37.0,4.0,8.5,True,2.0
489929,Destination Wedding,"Frank and Lindsay—two emotionally-broken strangers—meet on the way to a destination wedding. Over the course of the weekend and against all odds, they find themselves drawn together even though they are initially repulsed by one another.",21.021,Destination Wedding,5.776,0.0,-0.4939,19.0,2.0,9.0,False,0.0
500840,I'm Thinking of Ending Things,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,17.915,I'm Thinking of Ending Things,6.587,0.0,0.0,29.0,5.0,5.0,False,0.0
164457,Out of the Furnace,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",18.155,Out of the Furnace,6.57,0.0,-0.9439,18.0,4.0,3.75,False,0.0
21448,Mickey's Magical Christmas: Snowed in at the House of Mouse,"When a huge snowstorm leaves everyone stranded, Mickey and all of his guests at the House of Mouse, including Pooh, Belle, Snow White, Cinderella, Ariel and many more of his old and new friends, break out the cookies and hot chocolate to help Donald mend his tattered Christmas spirit.",16.402,Mickey's Magical Christmas: Snowed in at the House of Mouse,6.945,0.0,0.8316,59.0,10.0,5.0,False,0.0
14317,The Wild Thornberrys Movie,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",16.151,The Wild Thornberrys Movie,6.3,0.0,-0.6808,26.0,4.0,5.75,True,1.0
638597,Yes Day,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,18.165,Yes Day,6.725,0.4019,0.7269,7.0,2.0,3.0,False,0.0
590372,A Daughter's Deception,"Forced to give up her daughter for adoption when she's underage, a woman is thrilled to welcome her back into her life as an adult. She discovers her daughter is a sociopath who has murderous tendencies and poses a danger to everyone.",16.198,A Daughter's Deception,6.8,-0.4404,-0.6908,22.0,3.0,6.666666666666667,False,0.0
152603,Only Lovers Left Alive,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",14.152,Only Lovers Left Alive,7.248,0.7184,0.6249,22.0,4.0,4.75,False,0.0
506528,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",16.159,Harriet,7.3,0.0,0.8519,7.0,1.0,7.0,False,0.0
41402,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,19.651,Let Me In,6.763,0.0,-0.6249,9.0,3.0,2.3333333333333335,False,0.0
9428,The Royal Tenenbaums,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",21.149,The Royal Tenenbaums,7.487,0.0,-0.875,20.0,3.0,6.0,True,1.0
9386,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",22.648,In the Line of Fire,6.97,-0.34,-0.7579,19.0,5.0,3.0,False,0.0
255718,Barbie: The Pearl Princess,"Barbie plays Lumina, a mermaid girl with the power to change the color of pearls. Cheerful and creative, Lumina finds herself working in a mermaid salon customizing fabulous hairstyles. And when Lumina has the chance to attend the royal ball, her friends adorn her with a gown fit for a princess. At the ball, villains try to seize power over the kingdom, and Lumina finds within herself an unexpected power that proves she is much more than a hair stylist.",22.151,Barbie: The Pearl Princess,6.9,0.0,0.9313,26.0,4.0,5.75,True,1.0
514921,The Aeronauts,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",26.408,The Aeronauts,6.807,0.0,-0.0,13.0,2.0,6.0,False,0.0
74523,Born to Race,"Danny Krueger is a rebellious young street racer on a collision course with trouble. After an accident at an illegal race, he's sent to a small town to live with his estranged father, a washed up NASCAR racer. When Danny decides to enter the NHRA High School Drags, he's forced to seek his father's help in taking down the local hotshot.",17.4,Born to Race,6.9,0.0,-0.9337,12.0,3.0,3.3333333333333335,False,0.0
506528,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",20.986,Harriet,7.3,0.0,0.8519,7.0,1.0,7.0,False,0.0
41402,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,20.984,Let Me In,6.763,0.0,-0.6249,9.0,3.0,2.3333333333333335,False,0.0
9428,The Royal Tenenbaums,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",20.984,The Royal Tenenbaums,7.487,0.0,-0.875,20.0,3.0,6.0,True,1.0
9386,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",20.984,In the Line of Fire,6.97,-0.34,-0.7579,19.0,5.0,3.0,False,0.0
255718,Barbie: The Pearl Princess,"Barbie plays Lumina, a mermaid girl with the power to change the color of pearls. Cheerful and creative, Lumina finds herself working in a mermaid salon customizing fabulous hairstyles. And when Lumina has the chance to attend the royal ball, her friends adorn her with a gown fit for a princess. At the ball, villains try to seize power over the kingdom, and Lumina finds within herself an unexpected power that proves she is much more than a hair stylist.",20.981,Barbie: The Pearl Princess,6.9,0.0,0.9313,26.0,4.0,5.75,True,1.0
514921,The Aeronauts,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",20.98,The Aeronauts,6.807,0.0,-0.0,13.0,2.0,6.0,False,0.0
74523,Born to Race,"Danny Krueger is a rebellious young street racer on a collision course with trouble. After an accident at an illegal race, he's sent to a small town to live with his estranged father, a washed up NASCAR racer. When Danny decides to enter the NHRA High School Drags, he's forced to seek his father's help in taking down the local hotshot.",20.978,Born to Race,6.9,0.0,-0.9337,12.0,3.0,3.3333333333333335,False,0.0
11569,Hellraiser III: Hell on Earth,Pinhead is set loose on the sinful streets of New York City to create chaos with a fresh cadre of Cenobitic kin.,20.977,Hellraiser III: Hell on Earth,5.6,-0.6808,-0.7351,29.0,5.0,5.0,True,1.0
10973,Creature from the Black Lagoon,"When scientists exploring the Amazon River stumble on a “missing link” connecting humans and fish, they plan to capture it for later study. But the Creature has plans of his own, and has set his sights on the lead scientist's beautiful fiancée, Kay.",20.976,Creature from the Black Lagoon,6.821,0.0,0.7717,30.0,5.0,5.2,False,0.0
656216,Bernie the Dolphin 2,"The kids are thrilled that Bernie has come back. But so has their old enemy Winston, who's about to kidnap the talented dolphin. Kevin and Holly must rescue their splashy friend before it's too late.",20.974,Bernie the Dolphin 2,6.2,0.0,0.886,20.0,4.0,4.25,False,0.0
6589,Underdog,A lab accident gives a beagle named Shoeshine some serious superpowers -- a secret that the dog eventually shares with the young boy who becomes his owner and friend.,20.971,Underdog,5.401,0.0,0.25,8.0,1.0,8.0,False,0.0
1535,Spy Game,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",20.97,Spy Game,6.911,0.0,-0.9042,8.0,2.0,3.5,False,0.0
16290,Jackass 3D,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",20.968,Jackass 3D,6.614,-0.4215,0.1531,10.0,2.0,4.5,False,0.0
59387,The Powerpuff Girls Movie,"Based on the hit animated television series, this feature film adaptation tells the story of how Blossom, Bubbles and Buttercup - three exuberant young girls - obtain their unique powers, become superheroes and join forces to foil evil mutant monkey Mojo Jojo's plan to take over the world.",20.964,The Powerpuff Girls Movie,6.701,0.0,0.1531,25.0,4.0,5.5,True,1.0
2321,Married to the Mob,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",20.962,Married to the Mob,5.9,0.0,-0.8834,18.0,4.0,3.75,False,0.0
11152,The Ruins,"Americans Amy, Stacy, Jeff and Eric look for fun during a sunny holiday in Mexico, but they get much more than that after visiting an archaeological dig in the jungle.",20.959,The Ruins,6.0,-0.4404,0.5994,9.0,2.0,4.0,False,0.0
829410,Sick,"While quarantining at her family's lake house during the pandemic, Parker and her best friend are threatened by an unexpected visitor.",20.954,Sick,6.251,-0.5106,0.6597,4.0,1.0,4.0,False,0.0
261392,American Ultra,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",20.953,American Ultra,6.09,0.0,-0.7964,14.0,2.0,6.5,False,0.0
8997,Hollow Man II,"After the mysterious death of scientist, Dr. Devin Villiers, Det. Frank Turner and his partner are assigned to protect Villiers' colleague, who revealed that  a veteran soldier was subjected to an experiment with the objective of creating the ultimate national security weapon... an undetectable soldier. The experiment failed – with disastrous side effects.",20.952,Hollow Man II,4.9,0.0,-0.7096,13.0,3.0,3.6666666666666665,False,0.0
407440,Euphoria,"The story of two sisters on a journey, where they try to get close to each other and approach the tough questions in life. Euphoria is a contemporary drama about responsibility and reconciliation, in a world where these concepts are gradually being lost.",20.949,Euphoria,6.3,0.6486,0.3612,8.0,1.0,8.0,False,0.0
893297,American Sicario,"The story of the rise and fall of the first American-born drug lord in Mexico, this tale of power, money, greed and betrayal amongst rival members of the drug cartels finds American gangster Erik Vasquez scheming to become the top dog in the Mexican underworld, only to find himself making enemies out of both the powerful cartels and his own allies.",20.947,American Sicario,5.884,0.0,-0.7269,16.0,2.0,7.5,True,1.0
1017335,Project Legion,A former marine awakens to an apocalyptic sight outside of his window and barricades himself from evil creatures that surround his apartment door and terrorize the city.,20.941,Project Legion,3.6,0.0,-0.9337,14.0,2.0,6.5,False,0.0
520901,Doom: Annihilation,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",20.941,Doom: Annihilation,4.9,-0.4019,-0.5267,18.0,2.0,8.5,False,0.0
19901,Daybreakers,"In the year 2019, a plague has transformed almost every human into a vampire. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",20.941,Daybreakers,6.273,0.0,0.4939,11.0,1.0,11.0,True,1.0
10808,Dr. Dolittle 2,"A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",20.936,Dr. Dolittle 2,5.3,0.0,0.6124,14.0,3.0,4.0,False,0.0
11893,Runaway Train,A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.,20.932,Runaway Train,6.9,0.0,-0.8316,13.0,2.0,6.0,False,0.0
11880,Dog Soldiers,"A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.",20.93,Dog Soldiers,6.7,0.0,-0.4871,12.0,2.0,5.5,False,0.0
455551,The Recall,"When five friends vacation at a remote lake house, they expect nothing less then a good time, unaware that Earth is under attack by an alien invasion and mass-abductions.",20.919,The Recall,4.556,0.0,-0.4588,10.0,2.0,4.5,False,0.0
65291,Green Lantern: Emerald Knights,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",20.916,Green Lantern: Emerald Knights,6.653,0.0,-0.8126,30.0,4.0,6.75,False,0.0
11167,Peeping Tom,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",20.9,Peeping Tom,7.436,0.0,-0.8957,11.0,2.0,5.0,False,0.0
16614,Adventureland,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",20.898,Adventureland,6.393,0.0,0.7964,13.0,1.0,13.0,True,1.0
22649,A Farewell to Arms,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.",20.896,A Farewell to Arms,6.191,0.0,-0.836,18.0,4.0,3.75,False,0.0
9710,Allan Quatermain and the Lost City of Gold,"After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the Lost City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves.",20.893,Allan Quatermain and the Lost City of Gold,4.8,-0.3182,-0.8442,42.0,8.0,4.375,True,1.0
404,The Straight Story,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",20.887,The Straight Story,7.7,0.2263,-0.5647,18.0,3.0,5.333333333333333,False,0.0
10776,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",20.886,Little Shop of Horrors,6.907,-0.5325,-0.2023,22.0,4.0,4.75,False,0.0
8092,This Boy's Life,"When a son and mother move to Seattle in hopes for a better life, the mother meets a seemingly polite man. Things go south when the man turns out to be abusive, endangering their lives. As the mother struggles to maintain hope in an impossible situation, the son has plans to escape.",20.886,This Boy's Life,7.127,0.0,0.3818,15.0,3.0,4.333333333333333,False,0.0
11114,Pete's Dragon,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",20.884,Pete's Dragon,6.326,0.0,0.9732,13.0,2.0,6.0,True,1.0
486131,Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",20.879,Shaft,6.551,0.0,0.8937,5.0,1.0,5.0,False,0.0
708336,Return of the Tooth Fairy,"The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly.",20.877,Return of the Tooth Fairy,6.5,0.0,0.5927,25.0,5.0,4.2,False,0.0
808023,The Virtuoso,"Danger, deception and murder descend upon a sleepy town when a professional assassin accepts a new assignment from his enigmatic boss.",20.874,The Virtuoso,5.947,0.4588,-0.8658,12.0,2.0,5.5,False,0.0
777245,Women Talking,A group of women in an isolated religious colony struggle to reconcile their faith with a series of sexual assaults committed by the colony's men.,20.873,Women Talking,6.893,0.0,-0.4939,13.0,2.0,6.0,False,0.0
1019105,The Paloni Show! Halloween Special!,"Leroy, Reggie and Cheruce Paloni host a Halloween special full of spooky shorts from a group of up-and-coming animators.",20.286,The Paloni Show! Halloween Special!,6.1,0.508,0.4019,35.0,5.0,6.2,True,1.0
10493,Dead Calm,"An Australian couple take a sailing trip in the Pacific to forget about a terrible accident. While on the open sea, they come across a ship with one survivor who is not at all what he seems.",19.38,Dead Calm,6.538,-0.4588,-0.6808,9.0,2.0,4.0,False,0.0
828,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,16.131,The Day the Earth Stood Still,7.46,0.0,-0.6597,29.0,6.0,4.0,False,0.0
95610,Bridget Jones's Baby,"After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.",15.636,Bridget Jones's Baby,6.42,0.0,0.8047,20.0,3.0,6.0,True,1.0
9975,Curious George,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",17.63,Curious George,6.404,0.3182,0.875,14.0,2.0,6.5,False,0.0
467248,Bring It On: Worldwide #Cheersmack,"When Destiny, captain of three-time national champions ""The Rebels,"" is challenged to a global cheer showdown by an edgy new team called ""The Truth,"" the Cheer Goddess organizes a virtual battle for squads from all around the world. It seems like the whole world wants to take down Destiny and her team, and they just might succeed, unless Destiny can rise to the challenge, set her ego aside and figure out who her real friends are.",17.136,Bring It On: Worldwide #Cheersmack,6.0,0.0,0.9442,34.0,5.0,6.0,True,1.0
68,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",20.129,Brazil,7.678,0.0,-0.4019,6.0,1.0,6.0,False,0.0
288036,Sleeping with Other People,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",13.633,Sleeping with Other People,6.3,0.0,0.8136,26.0,4.0,5.75,False,0.0
1725,West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two romantics, one from each gang, fall in love leading to tragedy.",12.878,West Side Story,7.3,0.0,0.4019,15.0,3.0,4.333333333333333,False,0.0
587808,Backdraft 2,"Years after the original Backdraft, Sean, son of the late Steve ""Bull"" McCaffrey, is assigned to investigate a deadly fire only to realize it is something much more sinister.",17.386,Backdraft 2,6.387,0.0,-0.6478,11.0,2.0,5.0,True,1.0
11618,The Haunting,Dr. David Marrow invites three distinct individuals to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself — and they soon see the true nature of its horror.,20.377,The Haunting,5.44,-0.2732,-0.9063,12.0,2.0,5.5,False,0.0
