id,original_title,overview,popularity,title,vote_average,title_sentiment,overview_sentiment,title_length,num_words_in_title,average_title_word_length,has_made_up_word,made_up_word_count
2331,Jesus,"Jesus, a carpenter living a simple life, discovers his destiny as the biblical Messiah.",55.917,Jesus,6.6,0.0,0.0,5.0,1.0,5.0,False,0.0
11351,Jeepers Creepers 2,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive.",54.974,Jeepers Creepers 2,6.117,0.0,0.357,18.0,3.0,5.333333333333333,False,0.0
10112,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",50.224,The Aristocats,7.3,0.0,0.2732,14.0,2.0,6.5,True,1.0
487297,What Men Want,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",57.345,What Men Want,6.176,0.0772,0.3182,13.0,3.0,3.6666666666666665,False,0.0
1018,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",52.792,Mulholland Drive,7.82,0.0,-0.5106,16.0,2.0,7.5,True,1.0
796499,Army of Thieves,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,58.764,Army of Thieves,6.85,-0.5106,-0.5106,15.0,3.0,4.333333333333333,False,0.0
10195,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",60.164,Thor,6.766,0.0,-0.972,4.0,1.0,4.0,False,0.0
14128,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",62.469,Cinderella II: Dreams Come True,6.106,0.6705,0.9794,31.0,5.0,5.4,False,0.0
14438,Fireproof,"A heroic fire captain values dedication and service to others above all else, but the most important partnership in his life, his marriage, is about to go up in smoke.",62.2,Fireproof,7.59,0.0,0.6236,9.0,1.0,9.0,False,0.0
11533,Jason and the Argonauts,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",54.193,Jason and the Argonauts,7.151,0.0,0.5267,23.0,4.0,5.0,False,0.0
1621,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,55.182,Trading Places,7.217,0.0,-0.2263,14.0,2.0,6.5,False,0.0
1359,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",63.163,American Psycho,7.403,0.0,0.5994,15.0,2.0,7.0,False,0.0
400155,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",58.583,Hotel Transylvania 3: Summer Vacation,6.876,0.0,0.3182,37.0,5.0,6.6,True,1.0
12092,Alice in Wonderland,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",58.001,Alice in Wonderland,7.191,0.0,0.7339,19.0,3.0,5.666666666666667,False,0.0
131634,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",63.218,The Hunger Games: Mockingjay - Part 2,6.896,-0.25,-0.9477,37.0,7.0,4.428571428571429,True,1.0
9426,The Fly,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",46.202,The Fly,7.402,0.0,0.3182,7.0,2.0,3.0,False,0.0
181812,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",59.19,Star Wars: The Rise of Skywalker,6.34,-0.5574,-0.1027,32.0,6.0,4.5,True,1.0
109439,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",51.671,The Hangover Part III,6.207,0.0,-0.34,21.0,4.0,4.5,False,0.0
82690,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",60.364,Wreck-It Ralph,7.338,0.0,-0.5267,14.0,2.0,6.5,True,1.0
967,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",62.071,Spartacus,7.549,0.0,-0.7906,9.0,1.0,9.0,True,1.0
20943,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",41.564,The Ugly Truth,6.5,-0.25,0.836,14.0,3.0,4.0,False,0.0
581,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",50.043,Dances with Wolves,7.847,0.0,0.8658,18.0,3.0,5.333333333333333,False,0.0
758009,Shotgun Wedding,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first.",61.326,Shotgun Wedding,6.326,0.0,0.0772,15.0,2.0,7.0,False,0.0
10047,Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,54.256,The Messenger: The Story of Joan of Arc,6.38,0.0,-0.4939,39.0,8.0,4.0,False,0.0
818397,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",58.779,Memory,6.8,0.0,-0.9246,6.0,1.0,6.0,False,0.0
1370,Rambo III,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",57.227,Rambo III,6.186,0.0,0.9337,9.0,2.0,4.0,False,0.0
812,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",58.226,Aladdin,7.653,0.0,-0.6486,7.0,1.0,7.0,False,0.0
694,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",56.471,The Shining,8.2,0.0,-0.8019,11.0,2.0,5.0,False,0.0
125509,Wrong Turn 5: Bloodlines,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",63.45,Wrong Turn 5: Bloodlines,5.4,-0.4767,0.3291,24.0,4.0,5.25,False,0.0
400160,The SpongeBob Movie: Sponge on the Run,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",56.457,The SpongeBob Movie: Sponge on the Run,7.5,0.0,0.891,38.0,7.0,4.571428571428571,True,1.0
442249,The First Purge,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",62.698,The First Purge,6.003,0.0,-0.964,15.0,3.0,4.333333333333333,False,0.0
792,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",59.677,Platoon,7.746,0.0,-0.9393,7.0,1.0,7.0,False,0.0
493922,Hereditary,"Following the death of Ellen Leigh, the matriarch of their family, her daughter Annie and the rest of the family start to uncover disturbing secrets about their heritage.  Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",59.685,Hereditary,7.286,0.0,-0.8547,10.0,1.0,10.0,False,0.0
107,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",59.921,Snatch,7.808,0.0,-0.886,6.0,1.0,6.0,False,0.0
10009,Brother Bear,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",59.662,Brother Bear,7.257,0.0,0.9217,12.0,2.0,5.5,False,0.0
161,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",50.891,Ocean's Eleven,7.439,0.0,-0.5789,14.0,2.0,6.5,False,0.0
316727,The Purge: Election Year,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",51.35,The Purge: Election Year,6.395,0.0,-0.6968,24.0,4.0,5.25,False,0.0
950,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",61.333,Ice Age: The Meltdown,6.699,0.0,-0.7783,21.0,4.0,4.5,False,0.0
607,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",62.053,Men in Black,7.192,0.0,-0.6908,12.0,3.0,3.3333333333333335,False,0.0
616,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",56.041,The Last Samurai,7.583,0.0,-0.1779,16.0,3.0,4.666666666666667,False,0.0
406563,Insidious: The Last Key,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",59.275,Insidious: The Last Key,6.3,0.0,-0.7906,23.0,4.0,5.0,False,0.0
8095,Cleopatra,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",51.759,Cleopatra,7.062,0.0,-0.2732,9.0,1.0,9.0,False,0.0
1007427,Night Train,"Mother Holly McCord is driven to extremes to save the life of her young son. Even if it means hauling black market drugs in her souped-up truck, with the Feds in hot pursuit. With two bounties on her head and her son’s life on the line, Holly climbs behind the wheel of “Night Train,” ready to outrun, out gun, and outlast them all.",57.034,Night Train,5.8,0.0,0.5106,11.0,2.0,5.0,False,0.0
18925,Facing the Giants,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,55.482,Facing the Giants,7.491,0.0,-0.7906,17.0,3.0,5.0,False,0.0
71672,Wrong Turn 4: Bloody Beginnings,"A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.",60.963,Wrong Turn 4: Bloody Beginnings,5.69,-0.7184,-0.4767,31.0,5.0,5.4,False,0.0
10555,Shark Tale,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",52.706,Shark Tale,6.026,0.0,0.8316,10.0,2.0,4.5,False,0.0
76338,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",58.702,Thor: The Dark World,6.529,0.0,-0.4939,20.0,4.0,4.25,False,0.0
14574,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",51.434,The Boy in the Striped Pyjamas,7.841,0.0,-0.802,30.0,6.0,4.166666666666667,False,0.0
9016,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",53.425,Treasure Planet,7.543,0.296,-0.1027,15.0,2.0,7.0,False,0.0
631842,Knock at the Cabin,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",59.966,Knock at the Cabin,6.313,0.0,-0.6597,18.0,4.0,3.75,False,0.0
9325,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",61.415,The Jungle Book,7.284,0.0,0.9153,15.0,3.0,4.333333333333333,False,0.0
265208,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",50.278,Wild Card,5.639,0.0,-0.6597,9.0,2.0,4.0,False,0.0
1572,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",55.387,Die Hard: With a Vengeance,7.3,-0.6486,0.6705,26.0,5.0,4.4,False,0.0
11774,Lemony Snicket's A Series of Unfortunate Events,"Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",45.849,Lemony Snicket's A Series of Unfortunate Events,6.8,-0.4588,-0.8779,47.0,7.0,5.857142857142857,True,1.0
7980,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",59.332,The Lovely Bones,7.075,0.5859,-0.9022,16.0,3.0,4.666666666666667,False,0.0
15512,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",52.806,Monsters vs Aliens,6.211,0.0,0.0,18.0,3.0,5.333333333333333,False,0.0
487186,Halo: Nightfall,"Set between the events of Halo 4 and Halo 5: Guardians… Halo: Nightfall tells the dramatic story of legendary man hunter and Naval Intelligence Officer Jameson Locke and his team as they are caught in a horrific biological attack while investigating terrorist activity on the distant colony world of Sedra. As they unravel a plot that draws them to an ancient, hellish artifact, they will be forced to fight for their survival, question everything and ultimately choose between their loyalty and their lives.",63.605,Halo: Nightfall,6.9,0.0,-0.9468,15.0,2.0,7.0,False,0.0
278924,Mechanic: Resurrection,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",63.581,Mechanic: Resurrection,6.0,0.0,-0.6682,22.0,2.0,10.5,False,0.0
337339,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",63.4,The Fate of the Furious,6.88,-0.5719,-0.8074,23.0,5.0,3.8,False,0.0
400928,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",63.393,Gifted,8.033,0.0,-0.3818,6.0,1.0,6.0,False,0.0
747731,Johnny Z,"A half-human, half-zombie named Johnny pursues the malevolent corporation responsible for his creation. With the expert guidance of a seasoned martial arts master, he seeks justice and retribution.",63.364,Johnny Z,5.6,0.0,0.7783,8.0,2.0,3.5,False,0.0
14624,The Ultimate Gift,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",57.753,The Ultimate Gift,7.596,0.4404,0.437,17.0,3.0,5.0,False,0.0
976584,The Book of Clarence,"Streetwise but down-on-his-luck, Clarence is struggling to find a better life for his family, while fighting to free himself of debt. Captivated by the power and glory of the rising Messiah and His apostles, he risks everything to carve his own path to a divine life, and ultimately discovers that the redemptive power of belief may be his only way out.",63.331,The Book of Clarence,5.833,0.0,0.8885,20.0,4.0,4.25,False,0.0
642885,Hocus Pocus 2,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",63.306,Hocus Pocus 2,7.3,0.0,-0.8687,13.0,3.0,3.6666666666666665,False,0.0
487047,A Witches' Ball,"Every year the Witching World gathers to celebrate the newly inducted witches into their world. Beatrix (12) is eager to become part of this world, but when her pending magical status is jeopardized she needs the help of her furry best friend Muggs (voiced by Joey Fatone) to solve some magical riddles before the big event. Will Beatrix sink or soar on the night of the Witches' Ball?",63.278,A Witches' Ball,6.3,0.0,0.9636,15.0,3.0,4.333333333333333,False,0.0
10393,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",60.472,The Replacements,6.635,0.0,-0.5122,16.0,2.0,7.5,False,0.0
605886,Misántropo,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,58.271,To Catch a Killer,6.968,-0.6486,-0.7717,17.0,4.0,3.5,False,0.0
281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",52.969,The Revenant,7.5,0.0,-0.6486,12.0,2.0,5.5,False,0.0
337401,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",60.465,Mulan,6.882,0.0,0.9287,5.0,1.0,5.0,True,1.0
185,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",55.432,A Clockwork Orange,8.208,0.0,-0.8472,18.0,3.0,5.333333333333333,False,0.0
379686,Space Jam: A New Legacy,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",57.664,Space Jam: A New Legacy,6.773,0.0,0.4939,23.0,5.0,3.8,False,0.0
747,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",55.385,Shaun of the Dead,7.54,-0.6486,-0.1779,17.0,4.0,3.5,True,1.0
522478,Peter Rabbit 2: The Runaway,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",52.394,Peter Rabbit 2: The Runaway,7.116,0.0,-0.5423,27.0,5.0,4.6,False,0.0
8363,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,56.578,Superbad,7.241,0.0,-0.25,8.0,1.0,8.0,True,1.0
17654,District 9,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",54.822,District 9,7.435,0.0,0.4215,10.0,2.0,4.5,False,0.0
510,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",62.132,One Flew Over the Cuckoo's Nest,8.423,0.0,-0.9682,31.0,6.0,4.333333333333333,False,0.0
345,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",62.114,Eyes Wide Shut,7.482,0.0,0.128,14.0,3.0,4.0,False,0.0
338952,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",62.112,Fantastic Beasts: The Crimes of Grindelwald,6.863,0.5574,0.9607,43.0,6.0,6.333333333333333,True,1.0
854,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",62.023,The Mask,6.955,0.0,-0.8176,8.0,2.0,3.5,False,0.0
457232,Lamborghini: The Man Behind the Legend,"Follow the launch of Lamborghini’s career as a manufacturer of tractors, a creator of military vehicles during World War II, and the designer of Lamborghini cars, which he launched in 1963 as the high-end sports car company Automobili Lamborghini.",61.996,Lamborghini: The Man Behind the Legend,6.442,0.0,-0.5267,38.0,6.0,5.5,True,1.0
460465,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",61.965,Mortal Kombat,7.054,0.0,0.7783,13.0,2.0,6.0,True,1.0
114,Pretty Woman,"When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.",61.909,Pretty Woman,7.467,0.4939,-0.128,12.0,2.0,5.5,False,0.0
500,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",61.843,Reservoir Dogs,8.128,0.0,-0.7906,14.0,2.0,6.5,False,0.0
225886,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",61.74,Sex Tape,5.405,0.0,0.9737,8.0,2.0,3.5,False,0.0
89,Indiana Jones and the Last Crusade,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",61.698,Indiana Jones and the Last Crusade,7.847,0.0,0.68,34.0,6.0,4.833333333333333,False,0.0
80321,Madagascar 3: Europe's Most Wanted,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",61.645,Madagascar 3: Europe's Most Wanted,6.613,0.0,-0.8591,34.0,5.0,6.0,True,1.0
